2005	2252	GREENSTEIN & BENSON BRACKET			
2009	3894	GREENSTEIN & DEANGELO BRACKET			
2011	10802	GREENSTEIN DEANGELO & BENSON BRACKET			
2005	3740	GREENSTEIN, LINDA R	W	state:lower	NJ-14
2003	2078	GREENWALD, LOUIS D	W	state:lower	NJ-6
2003	753	GREGG, GUY R	W	state:lower	NJ-24
2009	90366	GRENAFEGE, JAMES	L	state:lower	NJ-13
2011	10803	GRETO HALLEY & BOYCE BRACKET			
2007	90367	GRIFFIN, NANCY	L	state:lower	NJ-7
2003	90168	GRISANTI, JOSEPH D	L	state:lower	NJ-30
2001	14546	GUARINO, ELAINE L	L	state:lower	NJ-29
2007	90388	GUARINO, MICHAEL A	L	state:upper	NJ-36
2001	14551	GUEAR SR, GARY L	W	state:lower	NJ-14
1999	14551	GUEAR, GARY L	W	state:lower	NJ-14
2005	2253	GURENLIAN & FLEISCHNER BRACKET			
2003	14571	GURENLIAN, JOANN R	L	state:lower	NJ-6
2009	3895	GUSCIORA & WATSON COLEMAN BRACKET			
2001	2087	GUSCIORA, REED	W	state:lower	NJ-15
2005	7632	HACKETT JR, MIMS	W	state:lower	NJ-27
2011	352272	HAGNER, NICOLE	L	state:lower	NJ-27
2007	3138	HAINES ADDIEGO & RUDDER BRACKET			
2009	8983	HAINES, PHIL		state:upper	NJ-8
2011	352254	HALGAS, CHRISTOPHER	L	state:lower	NJ-7
1997	90071	HALL, MARIE	L	state:upper	NJ-8
2005	8019	HANDLIN, AMY	W	state:lower	NJ-13
2009	8019	HANDLIN, AMY H	W	state:lower	NJ-13
1999	90383	HARRIS, DWAYNE M	L	state:lower	NJ-11
1997	90664	HARRIS, LILLIAN	L	state:lower	NJ-12
2005	90752	HART, AVERY	L	state:lower	NJ-26
2005	2254	HARTMAN & WEINSTEIN BRACKET			
2003	14802	HARTMAN, DONALD	L	state:lower	NJ-8
2003	90387	HAYTAIAN, CHUCK	L	state:lower	NJ-23
2001	14890	HECK, ROSE MARIE	W	state:lower	NJ-38
2011	412891	HEICKLEN, JULIAN	L	state:lower	NJ-37
2009	90323	HERBERT, DOUGLAS	L	state:lower	NJ-26
1999	90073	HERBERT, HELENE	L	state:lower	NJ-38
2001	90520	HERN, J BROOKE	L	state:lower	NJ-21
1997	90336	HERNANDEZ, E IRIS	L	state:lower	NJ-2
1997	90333	HERSHOOPF, GAYLE	L	state:lower	NJ-12
1999	90182	HES, SHARON	L	state:lower	NJ-37
2005	2255	HIGGINS & TESTA BRACKET			
2001	90497	HITTNER, DIANE	L	state:lower	NJ-13
2011	10805	HOLTZMAN & HAGNER BRACKET			
2011	352273	HOLTZMAN, LEE	L	state:lower	NJ-27
2011	10806	HOLZAPFEL WOLFE & MCGUCKIN BRACKET			
2001	754	HOLZAPFEL, JAMES W	W	state:lower	NJ-10
2005	754	HOLZAPFEL, JIM	W	state:lower	NJ-10
2003	90885	HONIG, BARRY S	L	state:upper	NJ-37
2011	10816	HORGAN SANTIAGO & GOPAL BRACKET			
2011	412876	HORGAN, KATHLEEN	L	state:lower	NJ-11
2001	90329	HUGHES JR, WILLIAM J	L	state:upper	NJ-1
2001	90467	HUNT, RICHARD	L	state:upper	NJ-22
2001	90351	HUTCHINS, JAY CURTIS	L	state:lower	NJ-34
2011	3971	HUTTLE, VALERIE VAINIERI	W	state:lower	NJ-37
1997	90352	IGNATOFF, MITCHELL E	L	state:upper	NJ-16
2003	15301	IMPREVEDUTO, ANTHONY	W	state:lower	NJ-32
2003	764	INVERSO, PETER	W	state:upper	NJ-14
2005	764	INVERSO, PETER A		state:upper	NJ-14
2007	3139	INZERILLO WALSH & BROWN BRACKET			
2003	15309	INZERILLO, LEONARD	L	state:lower	NJ-13
2005	15309	INZERILLO, LEONARD L	L	state:lower	NJ-13
2011	352218	ISIBOR, ELLIOT	L	state:lower	NJ-26
2005	90359	JACKSON, THOMAS	L	state:lower	NJ-25
2011	412875	JACOBSON, DANIEL	L	state:lower	NJ-11
2005	3742	JAMES, SHARPE		state:upper	NJ-29
2001	90344	JARDIM, TOM	L	state:lower	NJ-21
2009	9233	JASEY, MILA M	W	state:lower	NJ-27
2001	90448	JASPAN, ROBERT	L	state:lower	NJ-20
2001	90347	JENKINS, SHERIE Y	L	state:lower	NJ-4
2001	90348	JERSEY, IRA F	L	state:lower	NJ-31
2011	352222	JIMENEZ, ANGELICA M	W	state:lower	NJ-32
2005	7635	JOHNSON, GORDON M	W	state:lower	NJ-37
2005	2257	JONES & JONES BRACKET			
2003	15579	JONES JR, LEROY J	L	state:upper	NJ-34
1999	90156	JONES, BARBARA A	L	state:lower	NJ-11
2003	90157	JONES, BERESFORD	L	state:upper	NJ-28
1999	15579	JONES, LEROY J	W	state:lower	NJ-27
2001	90919	JONES-ROMERO, DOUGLAS	L	state:lower	NJ-1
2007	3140	KAKLAMANIS & MARTINO BRACKET			
2011	10809	KANKA FRIED & WITTMAN BRACKET			
2011	10810	KANKA WITTMAN & MCGOWAN BRACKET			
2011	352310	KANKA, RICHARD J	L	state:upper	NJ-14
2003	90140	KARASZEGI JR, IMRE	L	state:lower	NJ-36
2007	6403	KARCHER, ELLEN	L	state:upper	NJ-12
2009	90755	KARPINECZ, ROBERTA	L	state:lower	NJ-16
2007	7630	KARROW, MARCIA A	W	state:lower	NJ-23
1999	90291	KASPARIAN, MICHAEL	L	state:lower	NJ-39
2005	90886	KAUTSCH, STEWART	L	state:lower	NJ-36
2003	628	KAVANAUGH, WALTER	W	state:upper	NJ-16
2005	628	KAVANAUGH, WALTER J		state:upper	NJ-16
1999	90169	KAYE, SAMUEL D	L	state:lower	NJ-10
2007	6394	KEAN JR, THOMAS H	W	state:upper	NJ-21
2007	3141	KEAN RIBLE & ANGELINI BRACKET			
2003	6382	KEAN, SEAN	W	state:lower	NJ-11
2011	6382	KEAN, SEAN T	W	state:lower	NJ-30
2005	6394	KEAN, THOMAS H		state:upper	NJ-21
2011	10811	KEENAN & HALGAS BRACKET			
2009	4164	KEEP IT GREEN			
2003	15751	KELLY, JOHN V	L	state:upper	NJ-36
2003	15785	KENNY JR, BERNARD F	W	state:upper	NJ-33
2005	15785	KENNY, BERNARD F		state:upper	NJ-33
2007	90175	KHAN, WASIM A	L	state:upper	NJ-26
2001	90172	KING, MIKE	L	state:lower	NJ-23
1997	90278	KLATTENBERG, RICHARD R	L	state:upper	NJ-27
2011	352220	KLEINHENDLER, HOWARD	L	state:lower	NJ-30
2009	3981	KLUCHNICK & VELEZ-GENTRY BRACKET			
2007	90158	KOLE, WILLIAM	L	state:lower	NJ-16
2001	90176	KONOPKA, TIMOTHY J	L	state:upper	NJ-30
1997	15972	KOSCO, LOUIS F	W	state:upper	NJ-38
2009	90159	KOTHARI, PETER	L	state:lower	NJ-19
2005	90162	KOVACH, JANICE L	L	state:lower	NJ-23
2005	90165	KRAKOWER, MARVIN	L	state:lower	NJ-30
1997	15987	KRAMER, PAUL R	W	state:lower	NJ-14
2001	90114	KURDOCK, DONNA	L	state:lower	NJ-40
2003	90775	KURSON, KENNETH	L	state:lower	NJ-34
1997	90115	KURTZ, KENNETH A	L	state:upper	NJ-30
1997	90112	KUTSCHER, AUSTIN	L	state:upper	NJ-23
2007	18	KYRILLOS JR, JOE	W	state:upper	NJ-13
2001	18	KYRILLOS JR, JOSEPH	W	state:upper	NJ-13
2003	18	KYRILLOS JR, JOSEPH M	W	state:upper	NJ-13
1997	18	KYRILLOS, JOE	W	state:upper	NJ-13
2005	18	KYRILLOS, JOSEPH M		state:upper	NJ-13
2003	90117	LA ROSA, BETTY	L	state:lower	NJ-21
2003	16061	LABOY, MARIA	L	state:lower	NJ-1
1999	16061	LABOY, MARIA A	L	state:lower	NJ-1
2009	8005	LAMPITT, PAMELA R	W	state:lower	NJ-6
2005	8005	LAMPITT, PAMELA ROSEN	W	state:lower	NJ-6
2005	756	LANCE, LEONARD		state:upper	NJ-23
1997	90110	LAROSSA, DICK	L	state:upper	NJ-15
2005	90474	LATIGONA, MICHAEL	L	state:governor	
2011	10793	LAVAN CULLEN & SHORT BRACKET			
2009	3897	LAWRENCE & DICICCO BRACKET			
2011	352231	LAZZARA, CASSANDRA	L	state:lower	NJ-40
2011	352325	LEBOVICS, ROBERT S	L	state:upper	NJ-37
1999	16227	LEFEVRE, KENNETH C	W	state:lower	NJ-2
1999	90298	LEITNER, SHELDON	L	state:lower	NJ-15
2001	90109	LEONARD, RICHARD N	L	state:lower	NJ-27
2005	90132	LEONE, JOHN	L	state:lower	NJ-3
1997	90638	LEONE, JUDITH G	L	state:upper	NJ-10
1999	90134	LERNER, DAVID M	L	state:lower	NJ-12
1997	90130	LERNER, HARRIET	L	state:lower	NJ-25
2007	3142	LESNIAK COHEN & CRYAN BRACKET			
2011	10812	LESNIAK CRYAN & QUIJANO BRACKET			
2011	765	LESNIAK, RAYMOND J	W	state:upper	NJ-20
2007	90137	LETELLIER, JAMES K	L	state:upper	NJ-9
1997	90386	LEVINE, DANIEL B	L	state:lower	NJ-20
1999	90136	LEVINE, JOSHUA	L	state:lower	NJ-40
2011	352233	LEWIS, FREDERICK CARLTON (CARL)	W	state:upper	NJ-8
1997	90711	LIPMAN, WYNONA	W	state:upper	NJ-29
1997	90122	LIPPMAN, SHERRI	L	state:lower	NJ-39
2003	617	LITTELL, ROBERT E	W	state:upper	NJ-24
2003	90129	LOFFREDO, JOHN	L	state:lower	NJ-11
2005	16415	LONEGAN, STEVEN M	L	state:governor	
2005	2259	LONGENHAGEN & ORTEGA BRACKET			
2007	8984	LOVE, SANDRA	W	state:lower	NJ-4
2011	90767	LOVETT, SHELLEY	L	state:lower	NJ-4
1997	90514	LUBY, JOHN	L	state:lower	NJ-4
2009	90364	LUCAS, LEE	L	state:lower	NJ-3
1997	90532	LUGOSSY, GILBERT W	L	state:upper	NJ-14
2011	352314	LUND JR, PAUL	L	state:upper	NJ-19
1997	16506	LUONGO, GERALD J	W	state:lower	NJ-4
1997	90231	LYNCH, JOHN	W	state:upper	NJ-17
2005	90546	LYNCH-MCCABE, KATHLEEN	L	state:lower	NJ-26
2001	16539	MACCORMACK, FRANK	L	state:upper	NJ-32
2003	90228	MACINNES, BLAIR B	L	state:upper	NJ-25
1997	90932	MACINNES, GORDON	L	state:upper	NJ-25
2007	3143	MADDEN MORIARTY & LOVE BRACKET			
2011	10814	MADDEN MORIARTY & MOSQUERA BRACKET			
2011	6399	MADDEN, FRED	W	state:upper	NJ-4
2005	6399	MADDEN, FRED H		state:upper	NJ-4
1997	90215	MAHER, DENNIS	L	state:lower	NJ-13
2011	90693	MAINOR, CHARLES	W	state:lower	NJ-31
2007	16605	MALLET, AMY	L	state:lower	NJ-12
2003	16605	MALLET, AMY A	L	state:lower	NJ-12
2005	2260	MALONE & DANCER BRACKET			
2009	755	MALONE III, JOSEPH R	W	state:lower	NJ-30
1999	755	MALONE, JOSEPH R	W	state:lower	NJ-30
2005	90219	MALOOL, NANCY	L	state:lower	NJ-22
2001	90243	MANGANELLO, JOSEPH L	L	state:upper	NJ-4
1999	90241	MANNING, JAMES W	L	state:lower	NJ-11
2005	2261	MANZO & EPPS BRACKET			
2003	6389	MANZO, LOUIS	W	state:lower	NJ-31
2007	6389	MANZO, LOUIS M	L	state:upper	NJ-31
2007	90242	MARABLE JR, EDWARD B	L	state:lower	NJ-27
2005	90245	MARANO, KENNETH C	L	state:lower	NJ-32
2007	16644	MAREK, WAYNE	L	state:lower	NJ-26
2009	16644	MAREK, WAYNE B	L	state:lower	NJ-26
1999	90246	MARGETIS, JAMES	L	state:lower	NJ-10
1997	90246	MARGETIS, JIM	L	state:lower	NJ-10
2009	3899	MARKS & VASTINE BRACKET			
2003	90081	MARKS, MARTIN	L	state:upper	NJ-22
1997	90234	MARSELLA, ANTHONY S	L	state:lower	NJ-4
2007	90268	MARSH, CAROL J	L	state:lower	NJ-33
1997	90082	MARSHALL, LEONARD P	L	state:upper	NJ-9
2007	90284	MARTIN, BOB	L	state:upper	NJ-15
2005	616	MARTIN, ROBERT J		state:upper	NJ-26
2009	90237	MARTINEZ, JIMMY	L	state:lower	NJ-2
1997	90275	MASON, PHYLLIS A	L	state:lower	NJ-17
2001	16750	MATHEUSSEN, JOHN J	W	state:upper	NJ-4
2003	90106	MATREYEK, GEORGE	L	state:lower	NJ-24
2007	90190	MAURER, PETER G	L	state:lower	NJ-23
2005	2262	MAYER & MORIARTY BRACKET			
2005	6383	MAYER, DAVID R	W	state:lower	NJ-4
1999	90194	MAZZA, ROCCO	L	state:lower	NJ-36
2009	132299	MCCANN, JOHN A	L	state:lower	NJ-1
2009	3900	MCCARTHY & SHAHDANIAN BRACKET			
2007	3144	MCCONNELL DESROCHERS & GATTO BRACKET			
2003	90539	MCCROSSON JR, ANDREW J	L	state:lower	NJ-1
2007	90180	MCCULLOUGH, JAMES (SONNY)	L	state:upper	NJ-2
1997	90185	MCGLYNN, MICHAEL B	L	state:lower	NJ-26
2011	412873	MCGOWAN, SHEREE	L	state:lower	NJ-14
2001	16922	MCGREEVEY, JAMES E	W	state:governor	
2011	352255	MCGUCKIN, GREGORY P	W	state:lower	NJ-10
2003	6390	MCHOSE, ALISON LITTELL	W	state:lower	NJ-24
2003	90183	MCINTYRE, FRANCIS D	L	state:upper	NJ-21
2003	90673	MCKEON, BRIAN	L	state:lower	NJ-15
2005	7631	MCKEON, JOHN F	W	state:lower	NJ-27
2003	766	MCNAMARA, HENRY P	W	state:upper	NJ-40
2007	90206	MEAD, WILLIAM F	L	state:upper	NJ-3
1997	90204	MECCA, JOSEPH A	L	state:lower	NJ-34
1997	17039	MEINGA, MOFALC O	L	state:lower	NJ-31
1999	90083	MERCURIO, LINDA A	L	state:lower	NJ-39
2009	90212	MERINGOLO, BRUCE	L	state:lower	NJ-21
2005	3976	MERKT, RICHARD A	W	state:lower	NJ-25
2007	3976	MERKT, RICK	W	state:lower	NJ-25
2001	3976	MERKT, RICK A	W	state:lower	NJ-25
2005	90210	MERMAN, STEVEN	L	state:lower	NJ-21
2007	90559	MESSINEO, LEONARD J	L	state:lower	NJ-17
2009	17104	MEYEROWITZ, MARK	L	state:lower	NJ-27
1997	90196	MIKULAK, STEPHEN A	L	state:upper	NJ-19
2003	90372	MILITELLO, VINCENT J	L	state:upper	NJ-31
2007	17159	MILLER, JOANNE	L	state:lower	NJ-29
2005	90580	MILLER, RICHARD L	L	state:lower	NJ-38
1997	90492	MINUTOLO, NICHOLAS	L	state:lower	NJ-13
1997	90592	MIRONOV, JANICE S	L	state:lower	NJ-14
2003	90832	MITCHELL, SIDNA B	L	state:lower	NJ-14
2011	10807	MITSCH & RICHARDSON BRACKET			
2011	352309	MITSCH, PHIL	L	state:upper	NJ-6
2007	90590	MODRAK, DAVID	L	state:lower	NJ-26
1999	90591	MOHEL, S KARL	L	state:lower	NJ-9
1997	90594	MONDGOCK, BOB	L	state:upper	NJ-30
2003	90163	MONTEIRO, A TONY	L	state:lower	NJ-20
1997	90598	MOONEY, THOMAS	L	state:lower	NJ-21
1999	17333	MORAN, JEFFREY W	W	state:lower	NJ-9
2005	2264	MORGAN & PANTER BRACKET			
2003	17348	MORGAN, ROBERT	W	state:lower	NJ-12
2009	3982	MORIARTY & COLLINS BRACKET			
2009	3901	MORIARTY & LOVE BRACKET			
2009	8004	MORIARTY, PAUL	W	state:lower	NJ-4
2007	8004	MORIARTY, PAUL D	W	state:lower	NJ-4
2007	3145	MORLINO ATKINSON & WILLIAMSON BRACKET			
2011	10815	MORLINO OROURKE & KLEINHENDLER BRACKET			
2007	17356	MORLINO, STEVEN	L	state:upper	NJ-30
2003	90704	MORTIMER, DAVID M	L	state:lower	NJ-24
2001	17397	MOSKAL, STANLEY J	L	state:upper	NJ-20
2011	352195	MOSQUERA, GABRIELA	W	state:lower	NJ-4
2012	352195	MOSQUERA, GABRIELA M	W	state:lower	NJ-4
2011	352305	MULLIGAN, MICHAEL M	L	state:upper	NJ-3
2001	7638	MUNOZ, DR ERIC	W	state:lower	NJ-21
2005	7638	MUNOZ, ERIC	W	state:lower	NJ-21
2003	90588	MUNOZ, JOSE C	L	state:lower	NJ-33
2011	90589	MUNOZ, NANCY F	W	state:lower	NJ-21
2005	2265	MURPHY & BOYLE BRACKET			
1999	17463	MURPHY, CAROL J	W	state:lower	NJ-26
2005	90610	MURPHY, JOHN	L	state:governor	
1997	90269	MURPHY, MICHAEL	L	state:governor	
2003	90587	MURPHY, PEGGY	L	state:lower	NJ-3
2003	90486	MUTI, RICHARD	L	state:upper	NJ-39
2003	17502	MYERS, CONNIE	W	state:lower	NJ-23
2007	3146	NAPOLITANI & PIRNAT BRACKET			
2005	17531	NATHOO, SALIM A	L	state:lower	NJ-17
2007	90608	NELSEN JR, DONALD H	L	state:upper	NJ-19
2012	1417178	NEMETH, SUE	L	state:lower	NJ-16
2005	1140	NEW DEMOCRATIC ASSEMBLY LEADERSHIP PAC OF NEW JERSEY			
2009	3766	NEW JERSEY DEMOCRATIC ASSEMBLY CAMPAIGN CMTE			
1999	979	NEW JERSEY DEMOCRATIC PARTY			
2003	503	NEW JERSEY REPUBLICAN PARTY			
2003	1339	NEW JERSEY WATER RESOURCES SAFETY COUNCIL			
2007	90570	NIBOT, CLARA S	L	state:upper	NJ-37
2001	90615	NIGRO, JOHN (JACK)	L	state:upper	NJ-40
2011	132290	NORCROSS, DONALD W	W	state:upper	NJ-5
2003	17659	NOZZA, DANIEL M	L	state:upper	NJ-20
1997	90614	OBRIEN, KENNEDY	L	state:lower	NJ-19
1997	90254	OBRIEN, MARY DEVON	L	state:lower	NJ-28
1997	90602	OCONNOR, EDWARD T	W	state:upper	NJ-31
2011	352169	ODONNELL, JASON	W	state:lower	NJ-31
1997	90332	ODONNELL, ROB	L	state:lower	NJ-1
2003	90600	OHAGAN, PETER J	L	state:lower	NJ-25
1997	90603	OKEEFE, BETTE	L	state:lower	NJ-37
2009	90606	OLEARY, JOHN T	W	state:lower	NJ-19
2007	7629	OLIVER, SHEILA Y	W	state:lower	NJ-34
2003	90553	ORBACH, JEFFREY M	L	state:upper	NJ-17
2011	8985	OROHO, STEVEN V	W	state:upper	NJ-24
2001	90554	OROURKE, MAUREEN	L	state:upper	NJ-11
2007	17811	ORTEGA, REYES	L	state:lower	NJ-19
2009	3902	OSCANLON & CASAGRANDE BRACKET			
2005	8018	OSCANLON JR, DECLAN	L	state:lower	NJ-12
2009	8018	OSCANLON JR, DECLAN J	W	state:lower	NJ-12
2007	3147	OTOOLE RUSSO & RUMANA BRACKET			
1997	2121	OTOOLE, KEVIN	W	state:lower	NJ-21
2005	2121	OTOOLE, KEVIN J	W	state:lower	NJ-40
2003	90558	OTTO, MARK	L	state:lower	NJ-6
2005	613	PALAIA, JOSEPH A		state:upper	NJ-11
1999	17882	PALMIERI, THOMAS E	L	state:lower	NJ-23
2007	3148	PANTER & MALLET BRACKET			
2007	3149	PANTER & MORGAN BRACKET			
2003	6385	PANTER, MICHAEL	W	state:lower	NJ-12
2007	6385	PANTER, MIKE	L	state:lower	NJ-12
2005	90442	PAQUETTE, MICHAEL D	L	state:lower	NJ-14
1997	90548	PATERNITI, THOMAS H	L	state:upper	NJ-18
2001	90551	PATNAUDE, SUZANNE	L	state:lower	NJ-24
2005	90552	PAWLOWSKI, JEFFREY	L	state:governor	
2003	3975	PAYNE, WILLIAM D	W	state:lower	NJ-29
2005	90845	PECK, MARK	L	state:lower	NJ-23
2009	7627	PENNACCHIO, JOE		state:upper	NJ-26
2003	7627	PENNACCHIO, JOSEPH	W	state:lower	NJ-26
2003	90574	PEREDO, PHILIP	L	state:lower	NJ-39
2001	18035	PEREZ-CINCIARELLI, ELBA	W	state:lower	NJ-31
1999	90571	PERRONE, MICHAEL L	L	state:lower	NJ-38
2003	90572	PERRY, THOMAS	L	state:lower	NJ-13
2005	90378	PETERSEN, CHRISTINE	L	state:lower	NJ-31
2009	90575	PETERSON, ERIK	W	state:lower	NJ-23
2003	90086	PEZZULLO, RICHARD J	L	state:upper	NJ-12
2005	90087	PHELAN, THOMAS A	L	state:lower	NJ-37
2009	90578	PIATKOWSKI, RICHARD W	L	state:lower	NJ-19
1999	90088	PIATT, JOHN	L	state:lower	NJ-2
1997	90088	PIATT, JOHN R	L	state:upper	NJ-2
2003	90576	PICKNEY, DAVID HENRY	L	state:lower	NJ-36
2001	90843	PINNEY, PAUL E	L	state:upper	NJ-26
2009	3903	PIO COSTA & DIORIO BRACKET			
2012	90345	PIO COSTA III, ANTHONY	L	state:lower	NJ-26
2007	18157	PIO COSTA, CARMEN	L	state:lower	NJ-36
1999	90089	PLAWKER, ILAN	L	state:lower	NJ-39
2003	90567	PLECHNER, RICHARD F	L	state:upper	NJ-18
2009	132297	POESL, JAMES C	L	state:lower	NJ-19
2007	8980	POLISTINA, VINCE	W	state:lower	NJ-2
2009	8980	POLISTINA, VINCENT J	W	state:lower	NJ-2
1997	90679	POTTER, GREGORY	L	state:lower	NJ-37
2007	3111	POU, NELLIE	W	state:lower	NJ-35
2003	18260	PREVITE, MARY T	W	state:lower	NJ-6
2003	90090	PRICE, THOMAS J	L	state:upper	NJ-8
2005	6384	PRIETO, VINCENT	W	state:lower	NJ-32
2007	90665	PROPP, BRIAN	L	state:lower	NJ-7
2011	352289	PUGLISI, DONNA	L	state:lower	NJ-35
2005	757	QUIGLEY, JOAN	W	state:lower	NJ-32
2007	757	QUIGLEY, JOAN M	W	state:lower	NJ-32
2011	90671	QUIJANO, ANNETTE	W	state:lower	NJ-20
2007	90091	QUINTANA, LUIS A	L	state:upper	NJ-29
2007	90363	RABBAT, VICTOR K	L	state:upper	NJ-40
2001	90670	RAICH, JOSEPH	L	state:lower	NJ-26
2007	3150	RAMOS & RODRIGUEZ BRACKET			
2011	9001	RAMOS JR, RUBEN J	W	state:lower	NJ-33
2005	18389	RANKIN, JERMAINE	L	state:lower	NJ-27
1997	90400	RANSAVAGE, SHARON B	L	state:lower	NJ-23
1997	90656	RAUH, JOHN	L	state:upper	NJ-1
2007	8982	REDD, DANA	W	state:upper	NJ-5
2005	2268	REILLY & DOHERTY BRACKET			
2001	18480	REILLY, JIM	L	state:lower	NJ-11
2005	2269	RHUDY & ZEE BRACKET			
2003	18514	RHUDY, PHILLIP S	L	state:upper	NJ-3
2011	8991	RIBLE, DAVID P	W	state:lower	NJ-30
1999	90853	RICCARDELLA, ROBERT	L	state:lower	NJ-38
2005	621	RICE, RONALD L		state:upper	NJ-28
2009	90686	RILEY, CELESTE M	W	state:lower	NJ-3
2007	90103	RILEY, TRACY L	L	state:lower	NJ-8
1997	90690	RINK, HARRY L	L	state:lower	NJ-3
2001	90688	RIVAS, ROBERT C	L	state:lower	NJ-37
2005	631	ROBERTS, JOE	W	state:lower	NJ-5
1999	631	ROBERTS, JOSEPH J	W	state:lower	NJ-5
2001	18629	ROBERTSON, NORMAN M	L	state:upper	NJ-34
2011	352266	ROBINSON, SHANE	L	state:lower	NJ-19
1997	90703	ROCCO, JOHN A	L	state:upper	NJ-6
2009	9002	RODRIGUEZ, CARIDAD	W	state:lower	NJ-33
2003	90680	ROGERS, MATT	L	state:upper	NJ-40
1999	18689	ROMANO, LOUIS A	L	state:lower	NJ-33
2011	352206	ROME, CATHERINE TINNEY	L	state:lower	NJ-12
2001	758	ROONEY, JOHN	W	state:lower	NJ-39
1999	758	ROONEY, JOHN E	W	state:lower	NJ-39
2001	90617	ROONEY, JOHN P	L	state:lower	NJ-16
2011	352315	ROSALES, HELEN S	L	state:upper	NJ-20
1997	90629	ROSE, SUSAN R	L	state:lower	NJ-6
2009	3904	ROTH & AMBERG BRACKET			
2009	90627	ROTTINO, ANTHONY W	L	state:lower	NJ-40
1999	90634	RUANE, ROBERT M	L	state:lower	NJ-34
2007	8989	RUDDER, SCOTT	W	state:lower	NJ-8
1999	90635	RUDY, DONALD	L	state:lower	NJ-16
2007	3151	RUIZ COUTINHO & SPENCER BRACKET			
2011	8986	RUIZ, M TERESA	W	state:upper	NJ-29
2011	9003	RUMANA, SCOTT T	W	state:lower	NJ-40
2009	3983	RUMPF & GOVE BRACKET			
2009	3905	RUMPF & VANPELT BRACKET			
2003	6392	RUMPF, BRIAN E	W	state:lower	NJ-9
2009	3906	RUSSO & RUMANA BRACKET			
2007	759	RUSSO, DAVID C	W	state:lower	NJ-40
1999	18792	RUVOLO, CLARA	L	state:lower	NJ-7
2003	90538	RYAN, HELEN	L	state:lower	NJ-21
1999	90619	RYAN, JACK	L	state:lower	NJ-9
2001	90622	RYAN, TIMOTHY E	L	state:upper	NJ-10
2011	767	SACCO, NICHOLAS J	W	state:upper	NJ-32
2009	3991	SANABRIA-TEJADA & LINHARES BRACKET			
2005	90647	SANDOVAL, JOSE M	L	state:lower	NJ-36
2001	90648	SANGSTER, M MOSES	L	state:lower	NJ-34
1999	90585	SANSONE, JOSEPH	L	state:lower	NJ-23
2011	352235	SANTIAGO, RAYMOND	L	state:upper	NJ-11
2007	90649	SANTINI JR, DOMINICK C	L	state:lower	NJ-23
2007	3152	SARLO SCALERA & SCHAER BRACKET			
2011	10817	SARLO SCHAER & CARIDE BRACKET			
2001	7639	SARLO, PAUL	W	state:lower	NJ-36
2007	7639	SARLO, PAUL A	W	state:upper	NJ-36
2009	90651	SAVICKY, ANDREW	L	state:lower	NJ-4
2009	3984	SCALERA & SCHAER BRACKET			
2007	6393	SCALERA, FREDERICK	W	state:lower	NJ-36
2001	90637	SCERNI, FRED	L	state:lower	NJ-2
2005	8090	SCHAER, GARY	W	state:lower	NJ-36
2011	8090	SCHAER, GARY S	W	state:lower	NJ-36
2003	90644	SCHAINHOLZ, JAY D	L	state:upper	NJ-38
2011	412889	SCHEPISI, HOLLY	W	state:lower	NJ-39
2007	90095	SCHEURER, JASON M	L	state:lower	NJ-14
2005	90641	SCHINDLER, JANICE	L	state:lower	NJ-25
2011	352205	SCHLOSSBACH, MARILYN	W	state:lower	NJ-11
2001	90096	SCHLUTER, BILL	L	state:governor	
2009	90097	SCHROEDER, ROBERT	W	state:lower	NJ-39
2001	19018	SCHUNDLER, BRET	L	state:governor	
2005	19018	SCHUNDLER, BRET D	L	state:governor	
2007	90620	SCIANCALEPORE, LISA	L	state:lower	NJ-40
1997	90444	SCOTT, JOHN P	L	state:upper	NJ-36
2005	6381	SCUTARI, NICHOLAS P		state:upper	NJ-22
2001	90516	SEBOLD, PATRICIA	L	state:lower	NJ-27
1997	90451	SEGARRA SMITH, DIANA	L	state:lower	NJ-14
2011	10818	SELBY HUHN & NYE BRACKET			
2001	19085	SELBY, EDWIN	L	state:upper	NJ-24
2007	19085	SELBY, EDWIN C	L	state:upper	NJ-24
2003	90199	SELK, MELANIE	L	state:lower	NJ-21
1999	90449	SELTZER, ROBERT J	L	state:lower	NJ-6
2003	283	SENATE DEMOCRATIC MAJORITY OF NEW JERSEY			
2001	121	SENATE PRESIDENTS CMTE OF NEW JERSEY			
2009	3771	SENATE REPUBLICAN MAJORITY OF NEW JERSEY			
2005	19095	SERAFIN, STAN	L	state:lower	NJ-16
2011	90436	SEYLER, DANIEL	L	state:upper	NJ-23
2007	90436	SEYLER, DANIEL Z	L	state:upper	NJ-23
1997	90876	SHESTACK, ROBERT S	L	state:lower	NJ-8
2009	3988	SHKOLAR & TIDD BRACKET			
2001	19209	SHORE, MURIEL M	L	state:lower	NJ-27
1997	90441	SHUSTED, THOMAS	L	state:lower	NJ-6
2009	19238	SIEMASZKIEWICZ, WOJCIECH	L	state:lower	NJ-37
2007	19238	SIEMASZKIEWICZ, WOJCIECH J	L	state:lower	NJ-37
2011	352270	SIERCHIO, JOHN G	L	state:lower	NJ-25
2011	352264	SILVA, MARCIA	L	state:lower	NJ-18
2001	90439	SILVERMAN, JARED	L	state:upper	NJ-27
