1999	14259	GIBSON, JOHN C	W
1999	14551	GUEAR, GARY L	W
1999	14890	HECK, ROSE MARIE	W
1999	15301	IMPREVEDUTO, ANTHONY	W
1999	15579	JONES, LEROY J	W
1999	15751	KELLY, JOHN V	W
1999	15987	KRAMER, PAUL R	L
1999	16061	LABOY, MARIA A	L
1999	16227	LEFEVRE, KENNETH C	W
1999	16506	LUONGO, GERALD J	L
1999	17333	MORAN, JEFFREY W	W
1999	17463	MURPHY, CAROL J	W
1999	17502	MYERS, CONNIE	W
1999	17882	PALMIERI, THOMAS E	L
1999	18260	PREVITE, MARY T	W
1999	18689	ROMANO, LOUIS A	L
1999	18792	RUVOLO, CLARA	L
1999	19352	SMITH, EDWARD J	L
1999	19395	SMITH, ROBERT J	W
1999	19406	SMITH, THOMAS S	W
1999	19458	SORKIN, KENNETH M	L
1999	19710	STUHLTRAGER, GARY	W
1999	19727	SULIGA, JOSEPH S	W
1999	19813	TALARICO, GUY F	W
1999	20141	TUCKER, DONALD	W
1999	20236	VAN HOUTEN, NORMAN	L
1999	20554	WEINGARTEN, JOEL M	W
1999	2076	BLEE, FRANCIS J	W
1999	2078	GREENWALD, LOUIS D	W
1999	2087	GUSCIORA, REED	W
1999	2089	WISNIEWSKI, JOHN S	W
1999	2090	CARABALLO, WILFREDO	W
1999	2091	STANLEY, CRAIG A	W
1999	2092	STEELE, ALFRED E	W
1999	20931	WRIGHT, BARBARA W	L
1999	2121	OTOOLE, KEVIN J	W
1999	2123	CARROLL, MICHAEL PATRICK	W
1999	3111	POU, NELLIE	W
1999	3124	CHATZIDAKIS, LARRY	W
1999	3738	DOHERTY, MICHAEL J	L
1999	3739	SIRES, ALBIO	W
1999	3740	GREENSTEIN, LINDA R	W
1999	3741	BURZICHELLI, JOHN J	L
1999	3969	CONAWAY, HERB	W
1999	3972	THOMPSON, SAM	W
1999	3974	BIONDI, PETER J	W
1999	3975	PAYNE, WILLIAM D	W
1999	3976	MERKT, RICK	W
1999	3982	CONNERS, JACK	W
1999	623	CONNORS, CHRISTOPHER J	W
1999	624	VANDERVALK, CHARLOTTE	W
1999	625	DECROCE, ALEX	W
1999	626	CORODEMUS, STEVE	W
1999	627	BATEMAN, CHRISTOPHER S	W
1999	629	DORIA, JOSEPH V	W
1999	630	SMITH, BOB (ROBERT)	W
1999	631	ROBERTS, JOSEPH J	W
1999	632	WEINBERG, LORETTA	W
1999	633	COHEN, NEIL M	W
1999	729	ASSELTA, NICHOLAS	W
1999	746	BODINE, FRANCIS L	W
1999	749	BUONO, BARBARA	W
1999	751	GILL, NIA H	W
1999	752	GREEN, JERRY	W
1999	753	GREGG, GUY R	W
1999	754	HOLZAPFEL, JAMES W	W
1999	755	MALONE, JOSEPH R	W
1999	756	LANCE, LEONARD	W
1999	757	QUIGLEY, JOAN	W
1999	758	ROONEY, JOHN E	W
1999	759	RUSSO, DAVID C	W
1999	761	WOLFE, DAVID W	W
1999	769	CRUZ-PEREZ, NILSA	W
1999	8095	BARNES, PETER J	W
1999	90066	FREDA, RICHARD	L
1999	90071	HALL, MARIE	L
1999	90073	HERBERT, HELENE	L
1999	90083	MERCURIO, LINDA A	L
1999	90088	PIATT, JOHN	L
1999	90089	PLAWKER, ILAN	L
1999	90134	LERNER, DAVID M	L
1999	90136	LEVINE, JOSHUA	L
1999	90156	JONES, BARBARA A	L
1999	90169	KAYE, SAMUEL D	L
1999	90182	HES, SHARON	L
1999	90194	MAZZA, ROCCO	L
1999	90241	MANNING, JAMES W	L
1999	90246	MARGETIS, JAMES	L
1999	90291	KASPARIAN, MICHAEL	L
1999	90292	FALLON, GEORGE C	L
1999	90298	LEITNER, SHELDON	L
1999	90327	DANIELS, GARY	L
1999	90360	GOLDFARB, SIDNEY	L
1999	90371	WAUTERS, STEPHANIE	L
1999	90383	HARRIS, DWAYNE M	L
1999	90449	SELTZER, ROBERT J	L
1999	90476	WERNER, EDWARD G	L
1999	90480	WALL, TERENCE M	L
1999	90482	GILLESPIE, PATRICK M	L
1999	90533	VITALE, SALVATORE	L
1999	90541	CHOQUETTE, EDWARD J	L
1999	90561	BESON, MICHAEL	L
1999	90571	PERRONE, MICHAEL L	L
1999	90585	SANSONE, JOSEPH	L
1999	90591	MOHEL, S KARL	L
1999	90611	BERKES, MILTON	L
1999	90619	RYAN, JACK	L
1999	90634	RUANE, ROBERT M	L
1999	90635	RUDY, DONALD	L
1999	90646	DESTEFANO, WILLIAM A	L
1999	90706	COHAN, MICHAEL P	L
1999	90723	BUTCHKO, MICHAEL	L
1999	90733	CAUFIELD, DENNIS M	L
1999	90754	ALPER, MIKE	L
1999	90759	DAVIDOFF, E MARTIN	L
1999	90790	BOHAN, RICHARD J	L
1999	90810	BANMILLER, GERARD M	L
1999	90840	DISTEFANO, GERARD J	L
1999	90848	BUDZASH, JOHN L	L
1999	90853	RICCARDELLA, ROBERT	L
1999	90872	BITTNER, MARY DARCY	L
1999	90890	DOMBROWSKI, ROBERT	L
1999	90925	DESEVO, ALEX R	L
1999	977	ASSEMBLY REPUBLICAN MAJORITY OF NEW JERSEY	
1999	978	DORIA DEMOCRATIC LEADERSHIP FUND OF NEW JERSEY	
1999	979	NEW JERSEY DEMOCRATIC PARTY	
1999	980	NEW JERSEY REPUBLICAN PARTY	
1999	981	SENATE DEMOCRATIC MAJORITY OF NEW JERSEY	
1999	982	SENATE PRESIDENTS CMTE OF NEW JERSEY	
2001	11267	ARNONE, MICHAEL J	W
2001	11325	AZZOLINA, JOE	W
2001	11354	BAER, BYRON M	W
2001	11358	BAGGER, RICHARD H	W
2001	11636	BENNETT, JOHN O	W
2001	120	ASSEMBLY REPUBLICAN MAJORITY OF NEW JERSEY	
2001	121	SENATE PRESIDENTS CMTE OF NEW JERSEY	
2001	122	NEW JERSEY DEMOCRATIC PARTY	
2001	12297	CAFIERO, JAMES S	W
2001	123	DORIA DEMOCRATIC LEADERSHIP FUND OF NEW JERSEY	
2001	12423	CARLAMERE, DAVID F	L
2001	12586	CHARLES JR, JOSEPH	W
2001	12799	COLEMAN, BONNIE WATSON	W
2001	12856	CONNORS JR, LEONARD T	W
2001	12871	COOK, FREDERICK P	L
2001	12949	COTTRELL, MELVIN	W
2001	13007	CRECCO, MARION	L
2001	13275	DELVECCHIO, FRANK	L
2001	13376	DIGAETANO, PAUL	W
2001	13556	EAGLER, PETER C	W
2001	13771	FARRAGHER, CLARE M	W
2001	13799	FELICE, NICHOLAS R	L
2001	13816	FERNANDEZ, SYLVESTER	L
2001	139222	ZANE, RAYMOND J	L
2001	139248	ZECKER, GERALD H	L
2001	14050	FRISCIA, ARLINE	W
2001	14081	FURNARI, GARRY J	W
2001	14175	GARRETT, SCOTT	W
2001	14213	GEIST, GEORGE F	W
2001	14259	GIBSON, JOHN C	L
2001	14344	GOFF, J REBECCA	L
2001	14546	GUARINO, ELAINE L	L
2001	14551	GUEAR SR, GARY L	W
2001	14890	HECK, ROSE MARIE	W
2001	15301	IMPREVEDUTO, ANTHONY	W
2001	15751	KELLY, JOHN V	L
2001	15785	KENNY JR, BERNARD F	W
2001	15972	KOSCO, LOUIS F	L
2001	15987	KRAMER, PAUL R	L
2001	16539	MACCORMACK, FRANK	L
2001	16750	MATHEUSSEN, JOHN J	W
2001	16922	MCGREEVEY, JAMES E	W
2001	17333	MORAN, JEFFREY W	W
2001	17397	MOSKAL, STANLEY J	L
2001	17502	MYERS, CONNIE	W
2001	17882	PALMIERI, THOMAS E	L
2001	18	KYRILLOS JR, JOSEPH	W
2001	18035	PEREZ-CINCIARELLI, ELBA	W
2001	18260	PREVITE, MARY T	W
2001	18480	REILLY, JIM	L
2001	18514	RHUDY, PHILLIP S	L
2001	18629	ROBERTSON, NORMAN M	L
2001	19018	SCHUNDLER, BRET	L
2001	19085	SELBY, EDWIN	L
2001	19209	SHORE, MURIEL M	L
2001	19395	SMITH, ROBERT J	W
2001	19406	SMITH, TOM S	W
2001	19727	SULIGA, JOSEPH S	W
2001	19813	TALARICO, GUY F	L
2001	20141	TUCKER, DONALD	W
2001	20236	VAN HOUTEN, NORMAN J	L
2001	2076	BLEE, FRANK	W
2001	2078	GREENWALD, LOUIS D	W
2001	2086	ALLEN, DIANE	W
2001	2087	GUSCIORA, REED	W
2001	2089	WISNIEWSKI, JOHN S	W
2001	2090	CARABALLO, WILFREDO	W
2001	2091	STANLEY, CRAIG A	W
2001	2092	STEELE, ALFRED E	W
2001	20931	WRIGHT, BARBARA	L
2001	2121	OTOOLE, KEVIN J	W
2001	2123	CARROLL, MICHAEL PATRICK	W
2001	2757	SENATE REPUBLICAN MAJORITY OF NEW JERSEY	
2001	3111	POU, NELLIE	W
2001	3124	CHATZIDAKIS, LARRY	W
2001	3738	DOHERTY, MIKE	W
2001	3739	SIRES, ALBIO	W
2001	3740	GREENSTEIN, LINDA R	W
2001	3741	BURZICHELLI, JOHN J	W
2001	3742	JAMES, SHARPE	W
2001	3968	VAN DREW, JEFF	W
2001	3969	CONAWAY MD, HERB	W
2001	3970	VITALE, JOSEPH F	W
2001	3972	THOMPSON, SAMUEL D	W
2001	3974	BIONDI, PETER J	W
2001	3975	PAYNE, WILLIAM D	W
2001	3976	MERKT, RICK A	W
2001	3982	CONNERS, JACK	W
2001	501	NEW JERSEY REPUBLICAN PARTY	
2001	502	SENATE DEMOCRATIC MAJORITY OF NEW JERSEY	
2001	613	PALAIA, JOSEPH A	W
2001	614	CARDINALE, S GERALD	W
2001	615	CIESLA, ANDREW R	W
2001	616	MARTIN, ROBERT J	W
2001	617	LITTELL, ROBERT E	W
2001	618	ADLER, JOHN H	W
2001	619	CODEY, RICHARD J	W
2001	621	RICE, RONALD L	W
2001	623	CONNORS, CHRISTOPHER J	W
2001	624	VANDERVALK, CHARLOTTE	W
2001	625	DECROCE, ALEX	W
2001	626	CORODEMUS, STEVEN J	W
2001	627	BATEMAN, CHRISTOPHER S (KIP)	W
2001	628	KAVANAUGH, WALTER J	W
2001	629	DORIA JR, JOSEPH V	W
2001	630	SMITH, BOB	W
2001	631	ROBERTS, JOE	W
2001	632	WEINBERG, LORETTA	W
2001	633	COHEN, NEIL M	W
2001	6394	KEAN JR, THOMAS H	W
2001	729	ASSELTA, NICHOLAS	W
2001	746	BODINE, FRANCIS L	W
2001	747	BRYANT, WAYNE R	W
2001	748	BUCCO, ANTHONY R	W
2001	749	BUONO, BARBARA	W
2001	750	BARK, MARTHA W	W
2001	751	GILL, NIA H	W
2001	752	GREEN, JERRY	W
2001	753	GREGG, GUY R	W
2001	754	HOLZAPFEL, JAMES W	W
2001	755	MALONE III, JOSEPH R	W
2001	756	LANCE, LEONARD	W
2001	757	QUIGLEY, JOAN	W
2001	758	ROONEY, JOHN	W
2001	759	RUSSO, DAVID C	W
2001	760	TURNER, SHIRLEY K	W
2001	761	WOLFE, DAVID W	W
2001	762	GIRGENTI, JOHN A	W
2001	7624	CONIGLIO, JOSEPH	W
2001	7625	EGAN, JOSEPH V	W
2001	7626	FISHER, DOUGLAS H	W
2001	7627	PENNACCHIO, JOSEPH	W
2001	7628	STENDER, LINDA	W
2001	763	GORMLEY, WILLIAM	W
2001	7630	KARROW, MARCIA A	L
2001	7631	MCKEON, JOHN F	W
2001	7632	HACKETT JR, MIMS	W
2001	7633	CHIVUKULA, UPENDRA J	W
2001	7634	DIEGNAN JR, PATRICK	W
2001	7635	JOHNSON, GORDON M	W
2001	7636	SWEENEY, STEPHEN M	W
2001	7637	CRYAN, JOSEPH	W
2001	7638	MUNOZ, DR ERIC	W
2001	7639	SARLO, PAUL	W
2001	764	INVERSO, PETER A	W
2001	765	LESNIAK, RAYMOND J	W
2001	766	MCNAMARA, HENRY P	W
2001	767	SACCO, NICHOLAS J	W
2001	768	SINGER, ROBERT W	W
2001	769	CRUZ-PEREZ, NILSA	W
2001	8095	BARNES JR, PETER J	W
2001	90050	AHEARN, MATT	W
2001	90060	DESMOND, JOHN P	L
2001	90061	DIFRANCESCO, DONALD T	W
2001	90062	DONELLY, NORBERT E	L
2001	90065	FRAGUELA, RAFAEL J	W
2001	90096	SCHLUTER, BILL	L
2001	90100	STEINBERG, ELLEN	L
2001	90109	LEONARD, RICHARD N	L
2001	90114	KURDOCK, DONNA	L
2001	90146	CARR, MIKE	L
2001	90172	KING, MIKE	L
2001	90176	KONOPKA, TIMOTHY J	L
2001	90198	DELGADO, BILLY E	L
2001	90201	SPERA, GABE	L
2001	90243	MANGANELLO, JOSEPH L	L
2001	90250	GALLAGHER, LOU	L
2001	90256	GATRIA, ESTHER	L
2001	90259	FRITZ, MICHAEL A	L
2001	90266	FUREY, JOHN	L
2001	90272	GIDWANI, NARESH G (NICK)	L
2001	90290	FAUNTLEROY, DIANNA W	L
2001	90296	FACEMYER, MICHAEL H	L
2001	90301	EQUIPADO, ADOR L	L
2001	90311	FRANKS, BOB	L
2001	90329	HUGHES JR, WILLIAM J	L
2001	90342	FORD, JAMES	L
2001	90344	JARDIM, TOM	L
2001	90347	JENKINS, SHERIE Y	L
2001	90348	JERSEY, IRA F	L
2001	90351	HUTCHINS, JAY CURTIS	L
2001	90401	STURMFELS, LYLE M (PEGGI)	L
2001	90411	STRUBEN, CHRISTOPHER F	L
2001	90432	TEMPESTA, JOSEPH	L
2001	90439	SILVERMAN, JARED	L
2001	90448	JASPAN, ROBERT	L
2001	90463	CASTEN, KIMBERLEY	L
2001	90467	HUNT, RICHARD	L
2001	90484	WALSH, PATRICIA	L
2001	90487	WARGACKI, WALTER G	L
2001	90488	WARTENBERG, DANIEL	L
2001	90497	HITTNER, DIANE	L
2001	90516	SEBOLD, PATRICIA	L
2001	90520	HERN, J BROOKE	L
2001	90531	FOOHEY, JAMES K	L
2001	90551	PATNAUDE, SUZANNE	L
2001	90554	OROURKE, MAUREEN	L
2001	90615	NIGRO, JOHN (JACK)	L
2001	90617	ROONEY, JOHN P	L
2001	90622	RYAN, TIMOTHY E	L
2001	90637	SCERNI, FRED	L
2001	90648	SANGSTER, M MOSES	L
2001	90657	CITO, JOHN G	L
2001	90670	RAICH, JOSEPH	L
2001	90688	RIVAS, ROBERT C	L
2001	90691	DEFALCO, PHILIP	L
2001	90700	CHAMBERLAIN, HORACE	L
2001	90716	CAMPBELL, MILTON	L
2001	90717	CALLAHAN, MARYANN T	L
2001	90729	CASSELLA, JAMES L	L
2001	90732	CAVANAUGH, LINDA LORDI	L
2001	90739	CART, MARGARITA	L
2001	90740	DAMATO, PAUL R	W
2001	90753	STEELE, MICHAEL G	L
2001	90762	DE RONCERAY, JUDE	L
2001	90765	GOODE, WARREN	L
2001	90797	AUGHENBAUGH, AMY I	L
2001	90798	BASKIN, ALAN	L
2001	90807	BAKELAAR, DONNA	L
